"GID","ALTERNATIVE_SYMBOL"
"106886223","CYR61"
"106886224","CLCA2"
"106886225","HS2ST1"
"106886222","DBI"
"106886226","HFM1"
"106886227","BRDT"
"106886228","EPHX4"
"106886229","LOC106886229"
"106886230","ABCA4"
"106886231","CNN3"
"106886232","LOC106886232"
"106886234","GPR88"
"106886235","SLC30A7"
"106886237","NEXN"
"106886239","DNAJB4"
"106886240","SEPP1"
"106886238","LOC106886238"
"106886241","MRPL37"
"106886242","LOC106886242"
"106886243","MAGOHB"
"106886244","WDR65"
"106886245","GIPC2"
"106886246","C1orf52"
"106886249","PRPF38A"
"106886250","PLK3"
"106886251","MOB3C"
"106886248","TMEM177"
"106886252","LOC106886252"
"106886253","MUTYH"
"106886254","DPH2"
"106886255","HPDL"
"106886256","CYB5RL"
"106886257","BCAR3"
"106886258","DNTTIP2"
"106886259","FNBP1L"
"106886260","GCLM"
"106886261","TACSTD2"
"106886262","SAMD13"
"106886263","LOC106886263"
"106886264","ORC1"
"106886265","HECTD3"
"106886266","TCEANC2"
"106886267","FAAH"
"106886268","LOC106886268"
"106886269","TSPAN1"
"106886270","PDZK1IP1"
"106886272","LOC106886272"
"106886274","NASP"
"106886276","AKR1A1"
"106886277","MMACHC"
"106886275","MUC13"
"106886278","PRDX1"
"106886279","LOC106886279"
"106886280","LPAR3"
"106886281","SLC1A7"
"106886282","GFI1"
"106886283","ARTN"
"106886284","LOC106886284"
"106886286","foxd1"
"106886287","LOC106886287"
"106886290","foxd1"
"106886291","CDCP2"
"106886292","SASS6"
"106886293","DBT"
"106886294","TRMT13"
"106886295","HIAT1"
"106886296","RTCA"
"106886297","SLC35A3"
"106886298","LRRC39"
"106886300","BARHL2"
"106886301","BTBD19"
"106886302","DMBX1"
"106886303","TMEM205"
"106886308","BSND"
"106886309","DMRTB1"
"106886311","TCTEX1D4"
"106886312","FGGY"
"106886313","JUN"
"106886315","MYSM1"
"106886316","MYSM1"
"106886318","ZYG11B"
"106886320","SCP2"
"106886321","ECHDC2"
"106886319","ZNF148"
"106886322","COA7"
"106886324","S1PR1"
"106886325","LOC106886325"
"106886327","DPH5"
"106886326","SCTR"
"106886328","PLPPR4"
"106886329","SNX7"
"106886330","PLPPR5"
"106886331","ANGPTL3"
"106886332","USP1"
"106886334","C1orf168"
"106886333","ADCY5"
"106886335","C8A"
"106886336","C8B"
"106886337","PRKAA2"
"106886338","LRRC8D"
"106886339","ZNF326"
"106886340","TMEM56"
"106886341","ALG14"
"106886344","PALMD"
"106886343","SEC22A"
"106886347","ZZZ3"
"106886348","AK5"
"106886349","MTF2"
"106886351","TMED5"
"106886352","FAM69A"
"106886350","PTPLB"
"106886353","RPL5"
"106886356","FAM73A"
"106886355","KALRN"
"106886357","MAST2"
"106886358","ZFYVE9"
"106886361","ST3GAL3"
"106886362","LRRC8C"
"106886363","LRRC8B"
"106886365","LOC106886365"
"106886366","HOOK1"
"106886367","LOC106886367"
"106886368","NRD1"
"106886369","osbpl9"
"106886370","LPHN2"
"106886372","KANK4"
"106886373","INADL"
"106886374","NFIA"
"106886375","EVI5"
"106886376","CDC14A"
"106886378","PRKACB"
"106886379","ZCCHC11"
"106886380","LRRC41"
"106886381","RAD54L"
"106886382","LOC106886382"
"106886383","NSUN4"
"106886384","UQCRH"
"106886371","THOC5"
"106886385","PTPRF"
"106886387","SPATA1"
"106886389","RPF1"
"106886390","LMO4"
"106886391","ODF2L"
"106886392","SH3GLB1"
"106886393","ELOVL1"
"106886395","CDC20"
"106886396","PIGK"
"106886398","ST6GALNAC5"
"106886400","BTF3L4"
"106886401","BTF3L4"
"106886397","STEAP3"
"106886402","ZNF644"
"106886404","EPS15"
"106886405","LOC106886405"
"106886406","EFCAB14"
"106886407","USP24"
"106886408","PIK3R3"
"106886409","COL11A1"
"106886411","GPBP1L1"
"106886412","DDAH1"
"106886415","AGBL4"
"106886416","BEND5"
"106886417","PKN2"
"106886418","C1orf123"
"106886419","KDM4A"
"106886420","ABCD3"
"106886421","POMGNT1"
"106886422","LURAP1"
"106886423","DMAP1"
"106886424","ERI3"
"106886425","DR1"
"106886426","MKNK1"
"106886428","HECTD3"
"106886429","UROD"
"106886430","KIAA1107"
"106886427","C2orf76"
"106886431","ELAVL4"
"106886433","CCBL2"
"106886434","RPAP2"
"106886435","C1orf146"
"106886436","GLMN"
"106886437","OLFM3"
"106886438","KTI12"
"106886439","TXNDC12"
"106886440","TESK2"
"106886441","TOE1"
"106886442","IPO13"
"106886443","TM2D1"
"106886444","FAF1"
"106886446","SELENOF"
"106886447","SSBP3"
"106886449","SZT2"
"106886450","IPP"
"106886451","TMEM69"
"106886452","DAB1"
"106886453","PARP9"
"106886454","YIPF1"
"106886455","DIO1"
"106886456","HSPB11"
"106886458","LRP8"
"106886457","ESYT3"
"106886460","ATG4C"
"106886462","SLC6A9"
"106886464","RNPC3"
"106886463","CEP70"
"106886465","KIF2C"
"106886466","C1orf228"
"106886467","F3"
"106886468","CMPK1"
"106886469","HOOK1"
"106886471","SYDE2"
"106886472","ST6GALNAC3"
"106886474","ELTD1"
"106886475","HCCS"
"106886476","ARHGAP29"
"106886477","TIE1"
"106886479","SPATA6"
"106886480","DHCR24"
"106886481","RWDD3"
"106886459","NEFH"
"106886482","TMEM59"
"106886483","PIF1"
"106886484","EBNA1BP2"
"106886485","FAM183A"
"106886486","ATP6V0B"
"106886489","ATPAF1"
"106886490","B4GALT2"
"106886491","PARS2"
"106886492","TTC4"
"106886493","TTC39A"
"106886494","PGM1"
"106886495","DPYD"
"106886496","COL24A1"
"106886497","AMY2A"
"106886498","ITGB3BP"
"106886499","EFCAB7"
"106886500","LOC106886500"
"106886501","klf17"
"106886502","BCL10"
"106886503","ZSWIM5"
"106886504","ZNHIT6"
"106886505","RAB3B"
"106886506","SLC44A3"
"106886507","DNASE2B"
"106886508","UOX"
"106886511","TMEM125"
"106886509","CLASP1"
"106886513","EIF2B3"
"106886515","GTF2B"
"106886516","STIL"
"106886518","LOC106886518"
"106886519","NDC1"
"106886520","SSX2IP"
"106886521","LTV1"
"106886522","TAGAP"
"106886523","RSPH3"
"106886524","NHSL1"
"106886525","HECA"
"106886526","HIVEP2"
"106886527","AIG1"
"106886528","TAGAP"
"106886529","CITED2"
"106886530","ABRACL"
"106886534","NMBR"
"106886536","HIVEP2"
"106886537","PHACTR2"
"106886538","FUCA2"
"106886540","REPS1"
"106886541","PEX3"
"106886542","ADAT2"
"106886543","VTA1"
"106886544","TXLNB"
"106886545","PLAGL1"
"106886546","ZC2HC1B"
"106886547","CCDC28A"
"106886548","GPR126"
"106886549","TTPA"
"106886551","CPA6"
"106886552","MCMDC2"
"106886554","CRH"
"106886555","NKAIN3"
"106886533","NF2"
"106886556","BHLHE23"
"106886557","MYBL1"
"106886558","SGK3"
"106886559","ARFGEF1"
"106886560","SLCO5A1"
"106886561","PDE7A"
"106886562","RRS1"
"106886564","C8orf46"
"106886566","DNAJC5B"
"106886567","GGH"
"106886569","GGH"
"106886570","ASPH"
"106886572","CLVS1"
"106886573","VCPIP1"
"106886574","TRIM55"
"106886576","YTHDF3"
"106886577","CHD7"
"106886578","COPS5"
"106886579","PPP1R42"
"106886580","TCF24"
"106886582","CYP7B1"
"106886585","PREX2"
"106886586","ARMC1"
"106886587","SULF1"
"106886589","GGH"
"106886591","C8orf34"
"106886592","MTFR1"
"106886594","CSPP1"
"106886595","ADHFE1"
"106886593","PARP14"
"106886596","PARP14"
"106886597","HEG1"
"106886598","STEAP1"
"106886599","FZD1"
"106886600","GTPBP10"
"106886601","CLDN12"
"106886603","LOC106886603"
"106886604","CFAP69"
"106886605","STEAP2"
"106886606","IGF2BP2"
"106886607","LOC106886607"
"106886608","C21orf2"
"106886609","PFKL"
"106886610","LOC106886610"
"106886611","DZIP1L"
"106886612","A4GNT"
"106886613","MAP3K13"
"106886614","NME9"
"106886615","TMEM41A"
"106886616","CRYGS"
"106886617","KY"
"106886618","SOX14"
"106886619","PROCR"
"106886620","CLDN18"
"106886627","armc8"
"106886629","DBR1"
"106886631","DBR1"
"106886628","epb41l5"
"106886632","TRA2B"
"106886633","C3orf70"
"106886634","EHHADH"
"106886635","EPHB1"
"106886636","tbccd1"
"106886637","DNAJB11"
"106886638","VPS8"
"106886639","CEP63"
"106886640","LIPH"
"106886641","ANAPC13"
"106886643","MBD2"
"106886645","DCC"
"106886646","ST8SIA3"
"106886647","ONECUT2"
"106886648","FECH"
"106886649","NARS"
"106886650","ATP8B1"
"106886651","RAB27B"
"106886653","CCDC68"
"106886657","NEDD4L"
"106886655","LOC106886655"
"106886659","TCF4"
"106886660","WDR7"
"106886661","TXNL1"
"106886662","POLI"
"106886664","STARD6"
"106886665","C18orf54"
"106886666","LOC106886666"
"106886667","SLC18B1"
"106886669","TAAR5"
"106886670","STX7"
"106886671","VNN1"
"106886668","LMLN"
"106886672","VNN1"
"106886673","TAAR1"
"106886674","RPS12"
"106886676","IGSF21"
"106886677","KLHDC7A"
"106886678","PAX7"
"106886675","GPD1L"
"106886679","ARHGEF10L"
"106886680","AGAP1"
"106886682","DCUN1D1"
"106886683","KNG1"
"106886685","LOC106886685"
"106886684","MYLK"
"106886686","RNPEPL1"
"106886687","ABCF3"
"106886688","LOC106886688"
"106886689","ECE2"
"106886690","PSMD2"
"106886691","EIF4G1"
"106886692","CLCN2"
"106886693","CHRD"
"106886694","USP13"
"106886695","USP13"
"106886696","LOC106886696"
"106886697","RFC4"
"106886698","ALG3"
"106886699","VWA5B2"
"106886700","POLR2H"
"106886701","THPO"
"106886703","CCDC39"
"106886704","LAMP3"
"106886707","EIF4A2"
"106886708","ABCC5"
"106886711","FXR1"
"106886709","RALB"
"106886712","DNAJC19"
"106886713","ATP11B"
"106886714","AP2M1"
"106886715","MCF2L2"
"106886717","B3GNT5"
"106886716","INSIG2"
"106886718","SENP5"
"106886719","ECE2"
"106886720","LOC106886720"
"106886721","MCCC1"
"106886722","MCCC1"
"106886723","PEX5L"
"106886724","EIF4G1"
"106886726","EIF2B5"
"106886727","DVL3"
"106886728","HRG"
"106886729","FETUB"
"106886730","AHSG"
"106886731","FAM131A"
"106886732","SOX2"
"106886733","LOC106886733"
"106886734","EPHB3"
"106886738","HINFP"
"106886737","IQCB1"
"106886740","TRIM29"
"106886741","SIK2"
"106886742","COLCA2"
"106886743","C11orf53"
"106886744","cbl"
"106886745","PVRL1"
"106886746","OAF"
"106886747","LOC106886747"
"106886748","LOC106886748"
"106886749","LOC106886749"
"106886750","ATP12A"
"106886751","SC5D"
"106886752","TECTA"
"106886753","LOC106886753"
"106886754","POU2AF1"
"106886755","NFKBID"
"106886756","C1QTNF5"
"106886758","POU2F3"
"106886759","MFRP"
"106886760","CRTAM"
"106886761","BTG4"
"106886762","C11orf63"
"106886764","bsx"
"106886766","ALG9"
"106886763","EAF2"
"106886767","HSPA8"
"106886768","ARHGEF12"
"106886769","GRAMD1B"
"106886770","CCDC93"
"106886771","UBASH3B"
"106886772","SORL1"
"106886773","TMEM136"
"106886775","LOC106886775"
"106886777","TBCEL"
"106886778","ABCG4"
"106886776","Htr5b"
"106886780","HOATZ"
"106886782","THY1"
"106886783","SCN3B"
"106886784","MCAM"
"106886781","OSBPL11"
"106886785","CLMP"
"106886787","USP2"
"106886788","NLRX1"
"106886789","PDZD3"
"106886790","GRIK4"
"106886791","RNF26"
"106886792","MMAB"
"106886793","DAO"
"106886794","MVK"
"106886796","GLTP"
"106886797","MYO1H"
"106886798","MYO1H"
"106884526","SLC35D3"
"106886575","IFNGR1"
"106886799","UNG"
"106886800","FAM222A"
"106886801","FOXN4"
"106886803","TRPV4"
"106886804","USP30"
"106886806","KCTD10"
"106886807","UBE3B"
"106886808","ACACB"
"106886809","SVOP"
"106886811","SSH1"
"106886812","PARVG"
"106886813","EFCAB6"
"106886815","KIAA1644"
"106886816","STYK1"
"106886818","KLRF2"
"106886819","GABARAPL1"
"106886820","GABARAPL1"
"106886822","OR10R2"
"106886823","LOC106886823"
"106886824","LOC106886824"
"106886821","TFCP2L1"
"106886826","LOC106886826"
"106886827","A2ML1"
"106886828","A2ML1"
"106886829","A2ML1"
"106886830","AICDA"
"106886831","NANOG"
"106886832","LOC106886832"
"106886834","LOC106886834"
"106886835","PHF21B"
"106886836","SAMM50"
"106886833","SNX4"
"106886837","EFCAB6"
"106886838","SCUBE1"
"106886839","TTLL12"
"106886840","PARP11"
"106886842","CLEC4E"
"106886841","SLC15A2"
"106886843","LOC106886843"
"106886844","CLEC1B"
"106886845","C3AR1"
"106886846","LOC106886846"
"106886847","LOC106886847"
"106886825","MTMR3"
"106886848","TMEM52B"
"106886849","LOC106886849"
"106886850","LOC106886850"
"106886851","LOC106886851"
"106886852","SYCE3"
"106886853","KLRF1"
"106886855","CLEC1B"
"106886857","APOBEC1"
"106886858","NANOG"
"106886859","FOXM1"
"106886861","RHNO1"
"106886862","NRIP2"
"106886863","TULP3"
"106886865","A2ML1"
"106886866","PHC1"
"106886864","DIRC2"
"106886867","M6PR"
"106886868","KLRG1"
"106886869","A2M"
"106886870","LOC106886870"
"106886871","A2ML1"
"106886874","PRMT8"
"106886875","A2M"
"106886876","A2ML1"
"106886873","DPP10"
"106886877","A2ML1"
"106886878","NUP50"
"106886879","TSPAN9"
"106886880","PARVB"
"106886881","RIMKLB"
"106886882","TSN"
"106886884","PNPLA3"
"106886885","SLC2A3"
"106886887","FOXJ2"
"106886889","FKBP4"
"106886891","SAMM50"
"106886888","MRAS"
"106886892","PRR5"
"106886893","ARHGAP8"
"106886895","LOC106886895"
"106886896","GLI2"
"106886897","NECAP1"
"106886898","CLEC4A"
"106886899","TEAD4"
"106886900","MPPED1"
"106886901","YBX3"
"106886902","MFAP5"
"106886904","CLEC2L"
"106886905","CHCHD5"
"106886906","GMIP"
"106886909","LPAR2"
"106886910","LOC106886910"
"106886907","TMEM37"
"106886911","OLFM2"
"106886912","PBX4"
"106886913","SLC27A1"
"106886914","COLGALT1"
"106886915","PGLS"
"106886917","PIN1"
"106886918","LOC106886918"
"106886919","LOC106886919"
"106886916","ITGB5"
"106886920","LOC106886920"
"106886921","DSN1"
"106886922","UBL5"
"106886923","ATP13A1"
"106886924","MVB12A"
"106886926","OLFM2"
"106886927","LOC106886927"
"106886925","LOC106886925"
"106886928","NDUFA4"
"106886929","TFPI2"
"106886930","TAC1"
"106886931","NXPH1"
"106886932","BET1"
"106886933","COL28A1"
"106886934","ACN9"
"106886936","GATAD1"
"106886937","GNG11"
"106886938","LOC106886938"
"106886939","PON2"
"106886940","ASB4"
"106886941","PDK4"
"106886942","SHFM1"
"106886943","DLX6"
"106886944","DLX5"
"106886945","LOC106886945"
"106886946","THSD7A"
"106886950","HEPACAM2"
"106886951","AKAP9"
"106886952","KRIT1"
"106886953","CYP51A1"
"106886956","ASB4"
"106886957","PPP1R9A"
"106886955","UMPS"
"106886958","CASD1"
"106886959","SGCE"
"106886961","COL1A2"
"106886962","ANKIB1"
"106886960","PDIA5"
"106886963","RBM48"
"106886964","FAM133B"
"106886966","efcab1"
"106886967","CDK6"
"106886965","METAP1"
"106886968","ICA1"
"106886970","RPA3OS"
"106886971","RPA3"
"106886972","SLC25A13"
"106886969","LEF1"
"106886973","PHF14"
"106886976","GLCCI1"
"106886977","PEX1"
"106886979","MIOS"
"106886980","C1GALT1"
"106886978","CENPE"
"106886982","DYNC1I1"
"106886983","CCDC132"
"106886984","ASNS"
"106886987","CALCR"
"106886988","SAMD9L"
"106886985","ARHGEF38"
"106886989","PPA1"
"106886991","OIT3"
"106886992","PBLD"
"106886993","DNAJC12"
"106886995","CDK1"
"106886996","SAR1A"
"106886997","CHST3"
"106886998","SLC29A3"
"106886999","TSPAN15"
"106887000","SYT15"
"106887002","LRRC20"
"106887004","BMS1"
"106887005","BMS1"
"106887006","MBL2"
"106887007","NRG3"
"106887008","GRID1"
"106887009","NRBF2"
"106887011","MYPN"
"106887012","STOX1"
"106887013","DDX21"
"106887010","TSPAN5"
"106887014","CDH23"
"106887015","UNC5B"
"106887016","LOC106887016"
"106887017","ADAMTS14"
"106887018","EIF4EBP2"
"106887019","TYSND1"
"106887020","MCU"
"106887022","ECD"
"106887023","IPMK"
"106887024","WAPAL"
"106887021","METAP1"
"106887025","LDB3"
"106887027","BMPR1A"
"106887028","OPN4"
"106887026","MTTP"
"106887031","DYDC1"
"106887032","TMEM26"
"106887034","CHAT"
"106887035","CDHR1"
"106887036","NPFFR1"
"106887033","LAMTOR3"
"106887037","NUDT13"
"106887040","DDIT4"
"106887041","LOC106887041"
"106887042","SRGN"
"106887044","GPRIN2"
"106887045","SLC18A3"
"106887043","PPP3CA"
"106887046","RTKN2"
"106887047","LRIT1"
"106887048","LOC106887048"
"106887049","SH2D4B"
"106887050","LOC106887050"
"106887051","RGR"
"106887053","TACR2"
"106887052","BANK1"
"106887059","C10orf107"
"106887061","LRIT2"
"106887063","ADIRF"
"106887062","CENPE"
"106887067","ANK3"
"106887071","UBE2D1"
"106887068","TBCK"
"106887073","CISD1"
"106887075","HK1"
"106887076","HK1"
"106887078","HNRNPH3"
"106887077","BMPR1B"
"106887079","RUFY2"
"106887080","DNA2"
"106887081","NCOA4"
"106887058","LOC106887058"
"106887083","timm23"
"106887084","LRRTM3"
"106887082","MTTP"
"106887085","CTNNA3"
"106887086","P4HA1"
"106887087","PLA2G12B"
"106887089","GHITM"
"106887090","PSAP"
"106887092","LOC106887092"
"106887091","DKK2"
"106887093","VPS26A"
"106887094","LOC106887094"
"106887095","SUPV3L1"
"106887096","FAM35A"
"106887097","GLUD1"
"106887099","EXOSC3"
"106887100","FAM213A"
"106887102","CCAR1"
"106887103","JMJD1C"
"106887101","NFKB1"
"106887104","CCSER2"
"106887105","MICU1"
"106887107","COL13A1"
"106887108","TET1"
"106887110","FAM13C"
"106887112","PHYHIPL"
"106887113","CCDC6"
"106887114","PARG"
"106887116","HERC4"
"106887117","LOC106887117"
"106887118","LL"
"106887119","SFTPA1"
"106887122","SIRT1"
"106887123","SGPL1"
"106887124","PCBD1"
"106887125","KIAA1279"
"106887126","MAT1A"
"106887127","FAM149B1"
"106887128","DNAJC9"
"106887129","DNAJC9"
"106887130","CDH23"
"106887131","C10orf54"
"106887132","C10orf105"
"106887134","ARID5B"
"106887136","ANAPC16"
"106887137","ASCC1"
"106887138","REEP3"
"106887139","RASGEF1A"
"106887141","ZNF365"
"106887140","SLC39A8"
"106887143","OGDHL"
"106887144","MMRN2"
"106887145","SNCG"
"106887146","AIFM2"
"106887148","H2AFY2"
"106887149","TSPAN14"
"106887150","CSGALNACT2"
"106887153","MYPN"
"106887155","ATOH7"
"106887156","MYPN"
"106887157","RHOBTB1"
"106887154","UBE2D3"
"106887158","RET"
"106887159","BICC1"
"106887160","SLC22A15"
"106887161","PALD1"
"106887162","DDX21"
"106887163","SLC16A9"
"106887164","DDX21"
"106887166","PDDC1"
"106887167","SYT12"
"106887168","INCENP"
"106887170","DISP2"
"106887169","TACR3"
"106887172","LOC106887172"
"106887173","TMEM80"
"106887174","RIC8A"
"106887175","DRD4"
"106887177","CHST14"
"106887178","RPUSD2"
"106887181","GCHFR"
"106887182","LOC106887182"
"106887183","LOC106887183"
"106887184","LOC106887184"
"106887185","LOC106887185"
"106887186","SYT12"
"106887187","SYT12"
"106887189","psmd13"
"106887190","ODF3"
"106887191","LRRC55"
"106887188","RSPH4A"
"106887192","SLC43A3"
"106887193","RTN4RL2"
"106887194","MED19"
"106887195","LOC106887195"
"106887196","VPS51"
"106887197","OR5J2"
"106887199","BUB1B"
"106887200","CLP1"
"106887201","DEAF1"
"106887202","ANO9"
"106887203","LOC106887203"
"106887205","LOC106887205"
"106887206","APLNR"
"106887207","SCT"
"106887204","SLC9B2"
"106887176","SLC35E4"
"106887208","CDHR5"
"106887209","PKP3"
"106887211","KNSTRN"
"106887212","LOC106887212"
"106887213","IFITM3"
"106887214","YPEL4"
"106887215","SERPING1"
"106887216","LPXN"
"106887217","SIGIRR"
"106887219","IFITM5"
"106887222","CTNND1"
"106887224","TMX2"
"106887225","ZFP91"
"106887226","CNTF"
"106887227","LOC106887227"
"106887229","RIC8A"
"106887230","BET1L"
"106887231","ATHL1"
"106887234","C15orf57"
"106887235","LOC106887235"
"106887236","TALDO1"
"106887237","TALDO1"
"106887239","SIRT3"
"106887240","MPEG1"
"106887241","DTX4"
"106887242","RMDN3"
"106887243","TNKS1BP1"
"106887244","DNAJC17"
"106887246","C15orf62"
"106887247","PTDSS2"
"106887249","TIMM10"
"106887250","ZDHHC5"
"106887251","CASC5"
"106887253","RAD51"
"106887254","B4GALNT4"
"106887252","SGMS2"
"106887255","IGHMBP2"
"106887256","C15orf52"
"106887257","IVD"
"106887258","LOC106887258"
"106887259","MRPL21"
"106887261","EPS8L2"
"106887262","BAHD1"
"106887263","SSRP1"
"106887265","PLCB2"
"106887266","PAK6"
"106887268","MBOAT1"
"106887267","CYP2U1"
"106887269","ELOVL2"
"106887270","C7orf57"
"106887271","PIGN"
"106887272","DNAH5"
"106887273","E2F3"
"106887275","WRNIP1"
"106887276","RIPK1"
"106887274","HADH"
"106887277","snrnp48"
"106887278","ROPN1L"
"106887279","MED10"
"106887283","KIAA0319"
"106887285","ATXN1"
"106887286","FBXL7"
"106887287","LOC106887287"
"106887289","RBFA"
"106887290","LOC106887290"
"106887291","UPP1"
"106887264","SCARF2"
"106887292","TNFRSF11A"
"106887294","ADTRP"
"106887296","RNF182"
"106887297","C1orf216"
"106887298","RAP1GDS1"
"106887305","ABCA13"
"106887306","SRD5A1"
"106887307","ANKRD33B"
"106887308","CTNND2"
"106887309","MARCH11"
"106887312","FOXC1"
"106887313","FOXF2"
"106887314","PSMG4"
"106887315","SLC22A23"
"106887316","PRPF4B"
"106887318","CDYL"
"106887319","NRN1"
"106887320","LOC106887320"
"106887317","INTS12"
"106887321","OFCC1"
"106887322","TFAP2A"
"106887323","SYCP2L"
"106887324","LOC106887324"
"106887326","LOC106887326"
"106887327","MCUR1"
"106887328","RANBP9"
"106887329","SIRT5"
"106887330","KIF13A"
"106887331","DEK"
"106887332","ID4"
"106887333","SOX4"
"106887334","DCDC2"
"106887335","ALDH5A1"
"106887336","SALL3"
"106887337","RBFA"
"106887338","COL15A1"
"106887339","PRL"
"106887340","SERPINB11"
"106887341","LOC106887341"
"106887343","EDN1"
"106887345","LOC106887345"
"106887346","VWC2"
"106887348","TPMT"
"106887349","CMBL"
"106887350","LOC106887350"
"106887347","GSTCD"
"106887352","IRF4"
"106887353","MC4R"
"106887354","RNF152"
"106887356","CD83"
"106887358","CMBL"
"106887360","STMND1"
"106887363","LOC106887363"
"106887364","TEKT3"
"106887365","OFCC1"
"106887362","NPNT"
"106887366","ZPBP"
"106887367","MYLK4"
"106887368","C7orf72"
"106887369","SBK2"
"106887373","GCM2"
"106887375","LOC106887375"
"106887380","TUBB2B"
"106887381","BPHL"
"106887382","TUBB2B"
"106887383","RREB1"
"106887384","SSR1"
"106887386","C6orf52"
"106887387","LOC106887387"
"106887388","JARID2"
"106887389","DTNBP1"
"106887391","DCDC2"
"106887393","GPLD1"
"106887394","TXNDC5"
"106887395","BLOC1S5"
"106887396","BMP6"
"106887397","NOL7"
"106887398","RPP40"
"106887401","TGFBR1"
"106887404","NUP153"
"106887405","ADH5"
"106887406","FAM8A1"
"106887407","KIF13A"
"106887408","DSP"
"106887409","PHACTR1"
"106887410","TBC1D7"
"106887411","DROSHA"
"106887413","C5orf22"
"106887412","LOC106887412"
"106887414","FARS2"
"106887415","LYRM4"
"106887416","NHLRC1"
"106887420","CCT5"
"106887421","FAM173B"
"106887417","LOC106887417"
"106887422","F13A1"
"106887423","LY86"
"106887424","KDM1B"
"106887425","DEK"
"106887427","TPMT"
"106887428","MTRR"
"106887429","FASTKD3"
"106887430","C5orf49"
"106887431","KCNG2"
"106887433","PQLC1"
"106887432","SLC9B2"
"106887434","HSBP1L1"
"106887435","GMPR"
"106887436","ANKH"
"106887437","RBM24"
"106887438","FAM105A"
"106887439","CDH6"
"106887440","HIVEP1"
"106887443","SERPINB1"
"106887442","CISD2"
"106887445","SERPINB10"
"106887446","SERPINB6"
"106887447","ZCCHC2"
"106887449","FAM134B"
"106887450","MARCH6"
"106887451","GFOD1"
"106887452","DUSP22"
"106887458","MAK"
"106887459","GCNT2"
"106887461","TMEM14C"
"106887462","SLC35B3"
"106887460","EIF4E"
"106887463","KIAA1468"
"106887464","GRB10"
"106887465","SEMA5A"
"106887466","CDH9"
"106887467","RECK"
"106887470","SMIM13"
"106887471","SERPINB12"
"106887472","SERPINB4"
"106887444","SLC7A4"
"106887469","ADH7"
"106887473","SERPINB5"
"106887474","LOC106887474"
"106887475","MARVELD3"
"106887476","BCL2"
"106887477","MYLIP"
"106887478","PHLPP1"
"106887479","ECI2"
"106887480","PAPD7"
"106887482","NQO2"
"106887481","TRMT10A"
"106887483","CDH10"
"106887484","KDSR"
"106887485","CDH18"
"106887486","EEF1E1"
"106887487","ADCY2"
"106887488","DAP"
"106887489","CTDP1"
"106887490","MYO10"
"106887491","UBE2QL1"
"106887492","VPS4B"
"106887493","ATP9B"
"106887494","NEDD9"
"106887495","BASP1"
"106887496","TMEM170B"
"106887497","CDH20"
"106887498","PXDC1"
"106887499","ADNP2"
"106887500","OTULIN"
"106887502","GMDS"
"106887501","LOC106887501"
"106887504","NFATC1"
"106887506","CAP2"
"106887507","NSUN2"
"106887508","ADNP2"
"106887509","EXOC2"
"106887510","ZNF622"
"106887511","RBFA"
"106887512","CDH12"
"106887513","RIOK1"
"106887516","IKZF1"
"106887517","RNF144B"
"106887519","CDKAL1"
"106887520","DDC"
"106887525","TXNL4A"
"106887521","ETNPPL"
"106887526","SERPINB2"
"106887527","SERPINB10"
"106887528","NRSN1"
"106887529","ARHGAP15"
"106887531","HNMT"
"106887532","THSD7B"
"106887530","OSTC"
"106887533","NCKAP5"
"106887534","HNMT"
"106887535","LYPD6B"
"106887536","LYPD6B"
"106887537","LRP1B"
"106887514","DGCR6L"
"106887538","LOC106887538"
"106887540","LOC106887540"
"106887541","MCM6"
"106887542","LCT"
"106887543","LCT"
"106887544","GPR39"
"106887545","MCM6"
"106887547","CXCR4"
"106887548","ZRANB3"
"106887549","NXPH2"
"106887546","PPA2"
"106887551","LYPD6B"
"106887552","LCT"
"106887554","KYNU"
"106887555","MAP3K19"
"106887557","KYNU"
"106887558","KYNU"
"106887562","ZEB2"
"106887559","DNAJB14"
"106887563","R3HDM1"
"106887325","MKLN1"
"106887564","TET2"
"106887566","ACVR2A"
"106887567","ORC4"
"106887568","MGAT5"
"106887569","MBD5"
"106887571","SLC35F5"
"106887572","KIF5C"
"106887573","SPOPL"
"106887574","ACTR3"
"106887575","dars"
"106887578","ACMSD"
"106887576","AIMP1"
"106887579","TMEM163"
"106887580","GTDC1"
"106887581","UBXN4"
"106887582","RAB3GAP1"
"106887583","RAB3GAP1"
"106887584","EPC2"
"106887585","KCNS1"
"106887588","DHX35"
"106887589","SYS1"
"106887590","PXMP4"
"106887592","TOX2"
"106887593","SLC32A1"
"106887594","PPP1R16B"
"106887591","GIMD1"
"106887595","NECAB3"
"106887596","ACTR5"
"106887597","ZNF341"
"106887599","LOC106887599"
"106887600","LOC106887600"
"106887602","RBPJL"
"106887603","TOMM34"
"106887604","PABPC1L"
"106887601","DAPP1"
"106887605","RPN2"
"106887606","EMILIN3"
"106887607","LOC106887607"
"106887608","MYBL2"
"106887609","SNTA1"
"106887610","PLIN3"
"106887611","PLIN3"
"106887612","MATN4"
"106887613","FAM83D"
"106887614","LPIN3"
"106887615","FAM83D"
"106887616","ZHX3"
"106887617","ASIP"
"106887586","SF3A1"
"106887619","E2F1"
"106887620","FSIP2"
"106887618","UNC5C"
"106887621","SLPI"
