"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",427,548,975,0.437948717948718,0.000119269242396512,0.000267452240525513
"ANKRD11",4238,3893,8131,0.521215102693396,0.000135929864140923,0.000295847351365537
"ARY1",99,227,326,0.303680981595092,1.03165560850672e-12,4.24125083497205e-12
"ARY2",538,963,1501,0.358427714856762,3.11865249516819e-28,2.0980025876586e-27
"ARYL",10,13,23,0.434782608695652,0.677639484405518,0.770833333333333
"ATMIN",2047,1668,3715,0.551009421265141,5.40212791549108e-10,1.81707938975609e-09
"ATP2C2",9,5,14,0.642857142857143,0.4239501953125,0.540901973329742
"BANP",14,20,34,0.411764705882353,0.391528305131942,0.508299904908135
"BCO1",159,335,494,0.321862348178138,1.74065538267431e-15,8.05053114486867e-15
"CA5A",4401,5242,9643,0.456393238618687,1.13429126152839e-17,6.45673487331543e-17
"CDH13",117,108,225,0.52,0.593901574383723,0.708850266199927
"CDH15",14,17,31,0.451612903225806,0.720100131817163,0.783638378742207
"CDK10",2189,1124,3313,0.66073045578026,1.2603305719681e-77,1.86528924651279e-76
"CDT1",7,42,49,0.142857142857143,3.62457832636666e-07,9.93402948707898e-07
"CENPN",7,39,46,0.152173913043478,1.83154327260127e-06,4.51780673908314e-06
"CHMP1A",3832,3235,7067,0.542238573652186,1.30438015408957e-12,5.08021744224358e-12
"CHTF8",186,229,415,0.448192771084337,0.0391080003716991,0.0657725460796757
"CMIP",1583,1382,2965,0.53389544688027,0.000238536191307387,0.000504333661621333
"COG8",751,646,1397,0.537580529706514,0.00537558023953619,0.010199818916043
"COTL1",3969,4100,8069,0.491882513322593,0.147831727038159,0.223256077567831
"CPNE7",1402,1836,3238,0.432983323038913,2.52500188191748e-14,1.09911846624643e-13
"CRISPLD2",11,36,47,0.234042553191489,0.000346001140314911,0.000711224566202873
"CYB5B",1137,1021,2158,0.526876737720111,0.0132847539280941,0.0239773607482674
"DPEP1",19,10,29,0.655172413793103,0.136045947670937,0.209737502659361
"DUSP15",2,1,3,0.666666666666667,1,1
"EMC8",29,14,43,0.674418604651163,0.0315394973531511,0.0555695905745996
"FANCA",14,28,42,0.333333333333333,0.043558521923842,0.0700724048340066
"GAN",303,172,475,0.637894736842105,1.94887527279129e-09,6.2702943559372e-09
"GAS8",286,257,543,0.52670349907919,0.229488885114846,0.314484768490715
"GINS2",98,151,249,0.393574297188755,0.000944986397197721,0.00184023666822714
"HAS3",24,20,44,0.545454545454545,0.651587827208916,0.753398425210309
"HSBP1",7406,10284,17690,0.418654607122668,3.23830798982082e-104,5.99086978116851e-103
"HSD17B2",30,1,31,0.967741935483871,2.98023223876954e-08,8.82148742675782e-08
"JPH3",47,57,104,0.451923076923077,0.377583923298099,0.498950184358202
"KCNG4",11,49,60,0.183333333333333,7.56128098239674e-07,1.92943031964607e-06
"KIAA0513",0,125,125,0,4.70197740328916e-38,4.34932909804248e-37
"KLHDC4",43,217,260,0.165384615384615,3.91439759157625e-29,2.89665421776642e-28
"KLHL36",25,139,164,0.152439024390244,2.28985262387209e-20,1.41207578472112e-19
"LOC106888094",143,88,231,0.619047619047619,0.000359527165980198,0.000719054331960396
"LOC106888173",1828,591,2419,0.755684167011162,4.66777088852421e-146,1.72707522875396e-144
