"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",533,384,917,0.581243184296619,9.69883492975109e-07,3.03088591554722e-06
"ANKRD11",6190,5779,11969,0.517169354164926,0.000178282144635429,0.000417848776489287
"ARY1",134,178,312,0.429487179487179,0.0147843348135824,0.0270445149028946
"ARY2",168,350,518,0.324324324324324,9.27754948923959e-16,5.79846843077475e-15
"ARYL",8,16,24,0.333333333333333,0.151589632034302,0.232024946991278
"ATMIN",2121,1806,3927,0.540106951871658,5.35103731500917e-07,1.8242172664804e-06
"ATP2C2",9,2,11,0.818181818181818,0.0654296875,0.114061135394184
"BANP",37,12,49,0.755102040816326,0.000469757318008137,0.00103622937795913
"BCO1",81,94,175,0.462857142857143,0.364388386408985,0.491736488256211
"CA5A",3388,4187,7575,0.447260726072607,4.42475966597086e-20,3.31856974947815e-19
"CDH13",87,81,168,0.517857142857143,0.699797488261413,0.846529219671064
"CDH15",10,19,29,0.344827586206897,0.136045947670937,0.218511622414328
"CDK10",2379,1094,3473,0.684998560322488,9.87819013375291e-108,3.70432130015734e-106
"CDT1",16,17,33,0.484848484848485,1,1
"CENPN",39,29,68,0.573529411764706,0.274990396171002,0.389137353072172
"CHMP1A",3683,3092,6775,0.543616236162362,7.36707835505625e-13,3.94664911878013e-12
"CHTF8",176,111,287,0.613240418118467,0.000149062458056535,0.000360634979169035
"CMIP",1601,1273,2874,0.557063326374391,1.02110478539464e-09,3.8291429452299e-09
"COG8",618,607,1225,0.504489795918367,0.775110652147958,0.894405947307057
"COTL1",4818,3809,8627,0.558479193230555,1.69551089489286e-27,1.41292574574405e-26
"CPNE7",12911,11521,24432,0.528446299934512,6.18268872720933e-19,4.21546958673363e-18
"CRISPLD2",13,20,33,0.393939393939394,0.296206368599087,0.411397734165398
"CYB5B",1192,1047,2239,0.532380527020991,0.00233321867931773,0.00472949732294135
"DPEP1",73,15,88,0.829545454545455,2.55949271528749e-10,1.01032607182401e-09
"DUSP15",1,0,1,1,1,1
"EMC8",28,28,56,0.5,1,1
"FANCA",31,26,57,0.543859649122807,0.596641760373082,0.785054947859319
"GAN",270,176,446,0.605381165919282,9.91338319050291e-06,2.85962976649122e-05
"GAS8",210,179,389,0.539845758354756,0.128137325096859,0.213562208494765
"GINS2",194,19,213,0.910798122065728,1.04900787092689e-37,9.83444878993962e-37
"GSE1",14,1,15,0.933333333333333,0.0009765625,0.00203450520833333
"HAS3",31,27,58,0.53448275862069,0.694004094076131,0.846529219671064
"HSBP1",8854,10748,19602,0.451688603203755,1.02305303769318e-41,1.53457955653977e-40
"HSD17B2",6,5,11,0.545454545454545,1,1
"JPH3",106,98,204,0.519607843137255,0.624173185044411,0.793440489463234
"KCNG4",44,47,91,0.483516483516484,0.834081039304942,0.938977323361297
"KIAA0513",73,79,152,0.480263157894737,0.685208751070343,0.846529219671064
"KLHDC4",177,109,286,0.618881118881119,6.9175807546458e-05,0.000178902950551185
"KLHL36",98,121,219,0.447488584474886,0.136933950046312,0.218511622414328
"LOC106888094",94,56,150,0.626666666666667,0.00240551621560635,0.00474772937290726
"LOC106888173",729,235,964,0.756224066390041,1.87549950014169e-59,3.51656156276566e-58
"LOC106888185",129,36,165,0.781818181818182,1.72494875455135e-13,9.95162743010394e-13
"LOC106888384",19,5,24,0.791666666666667,0.00661075115203857,0.0123951584100723
"MC1R",13,11,24,0.541666666666667,0.838819742202759,0.938977323361297
"MLYCD",837,761,1598,0.52377972465582,0.0605976760272694,0.108210135762981
"MPHOSPH6",1268,1222,2490,0.509236947791165,0.367163244564638,0.491736488256211
"MTHFSD",15,14,29,0.517241379310345,1,1
"MVD",237,233,470,0.504255319148936,0.889959432092623,0.981572903043335
