"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",403,416,819,0.492063492063492,0.675012464866188,0.82374402492145
"ANKRD11",4273,4255,8528,0.501055347091932,0.853945834964836,0.931577274507094
"ARY1",49,66,115,0.426086956521739,0.135350409834815,0.249877679695044
"ARY2",176,307,483,0.364389233954451,2.66777077665373e-09,1.28052997279379e-08
"ARYL",2,0,2,1,0.5,0.664772727272728
"ATMIN",1164,966,2130,0.546478873239437,1.9425322060708e-05,6.35737812895897e-05
"ATP2C2",3,1,4,0.75,0.625,0.775862068965517
"BANP",7,8,15,0.466666666666667,1,1
"BCO1",99,193,292,0.339041095890411,4.05168727603992e-08,1.82325927421796e-07
"CA5A",1437,1382,2819,0.509755232351898,0.309124794304981,0.473552876382098
"CDH13",17,17,34,0.5,1,1
"CDH15",4,6,10,0.4,0.75390625,0.875504032258065
"CDK10",1767,834,2601,0.679354094579008,3.04338151645111e-76,7.30411563948266e-75
"CDT1",3,9,12,0.25,0.14599609375,0.256383384146342
"CENPN",12,53,65,0.184615384615385,2.78623434246434e-07,1.18005219210254e-06
"CHMP1A",2124,1805,3929,0.540595571392212,3.85632983800732e-07,1.54253193520293e-06
"CHTF8",230,221,451,0.509977827050998,0.706437191733909,0.84772463008069
"CMIP",978,806,1784,0.548206278026906,5.08984582972755e-05,0.000146587559896153
"COG8",308,312,620,0.496774193548387,0.904113296102794,0.971584437603003
"COTL1",5661,3707,9368,0.604291204099061,3.40439178411723e-91,1.2255810422822e-89
"CPNE7",1481,1433,2914,0.508236101578586,0.383938203506854,0.55287101304987
"CRISPLD2",12,20,32,0.375,0.215327149722725,0.34452343955636
"CYB5B",545,536,1081,0.504162812210916,0.80777149067463,0.908742927008959
"DPEP1",16,0,16,1,3.0517578125e-05,9.15527343750001e-05
"DUSP15",1,0,1,1,1,1
"EMC8",18,24,42,0.428571428571429,0.440799067342597,0.610337170166673
"FANCA",13,11,24,0.541666666666667,0.838819742202759,0.929154175978441
"GAN",183,110,293,0.62457337883959,2.37139073241947e-05,7.42348403192183e-05
"GAS8",288,385,673,0.427934621099554,0.000210236463606153,0.000560630569616408
"GINS2",66,74,140,0.471428571428571,0.554268915776317,0.712631463140978
"HAS3",12,5,17,0.705882352941177,0.143463134765625,0.256383384146342
"HSBP1",6158,7154,13312,0.462590144230769,6.25304432320736e-18,4.09290173882664e-17
"HSD17B2",7,0,7,1,0.015625,0.03515625
"JPH3",17,8,25,0.68,0.107752144336701,0.209679848438985
"KCNG4",6,9,15,0.4,0.60723876953125,0.767038445723685
"KIAA0513",0,20,20,0,1.9073486328125e-06,6.866455078125e-06
"KLHDC4",80,69,149,0.536912751677852,0.412742558824142,0.582695377163494
"KLHL36",0,64,64,0,1.0842021724855e-19,7.80625564189562e-19
"LOC106888094",111,22,133,0.834586466165414,1.71021475223389e-15,1.02612885134034e-14
"LOC106888173",587,249,836,0.702153110047847,3.00257539057236e-32,4.3237085624242e-31
"LOC106888185",69,46,115,0.6,0.0397505051265426,0.0841775402679726
"LOC106888384",9,34,43,0.209302325581395,0.00017015517460095,0.000471198945048786
"MLYCD",363,449,812,0.447044334975369,0.00283261070155231,0.00679826568372554
"MPHOSPH6",795,850,1645,0.483282674772036,0.183038027160918,0.306482278036887
"MTHFSD",12,11,23,0.521739130434783,1,1
"MVD",24,482,506,0.0474308300395257,7.38242601380756e-112,5.31534672994145e-110
"NIP7",1834,1673,3507,0.522954091816367,0.00688827486744171,0.0159985738856711
"PIEZO1",3,5,8,0.375,0.7265625,0.857581967213115
"PKD1L2",0,5,5,0,0.0625,0.125
"PLCG2",83,96,179,0.463687150837989,0.369805775036942,0.543388077605302
"PPP1R3E",4,3,7,0.571428571428571,1,1
"RPL13",1678,1564,3242,0.517581739666872,0.0471728311402648,0.0970412526314018
"SDR42E1",154,63,217,0.709677419354839,5.62333950918017e-10,2.8920031761498e-09
"SLC22A31",111,106,217,0.511520737327189,0.786052322485778,0.898345511412318
"SLC7A5",0,195,195,0,3.98272977783118e-59,7.16891360009613e-58
"SNTB2",28,17,45,0.622222222222222,0.135156450845671,0.249877679695044
"SPATA2L",1724,1604,3328,0.518028846153846,0.0391164712790373,0.0841775402679726
"SPG7",2008,2100,4108,0.488802336903603,0.15565834515342,0.266842877405863
"SPIRE2",1507,1449,2956,0.509810554803789,0.294457870107228,0.46089057929827
"TANGO6",252,506,758,0.33245382585752,1.73892123058628e-20,1.56502910752765e-19
"TCF25",198,423,621,0.318840579710145,9.9131725268315e-20,7.80625564189562e-19
"TERF2",875,703,1578,0.554499366286438,1.642173838417e-05,5.63031030314401e-05
"TLDC1",6,3,9,0.666666666666667,0.5078125,0.664772727272728
"TMED6",0,2,2,0,0.5,0.664772727272728
"TUBB3",92,0,92,1,4.03896783473156e-28,4.15436691572389e-27
"USP10",2,16,18,0.111111111111111,0.001312255859375,0.0032580145474138
"UTP4",300,333,633,0.4739336492891,0.20337702342769,0.332798765608947
"VPS4A",2537,2789,5326,0.476342470897484,0.000581912806565141,0.00149634721688179
"VPS9D1",407,243,650,0.626153846153846,1.30286798250911e-10,7.21588421081969e-10
"ZC3H18",7,12,19,0.368421052631579,0.359283447265625,0.538925170898438
"ZCCHC14",0,92,92,0,4.03896783473156e-28,4.15436691572389e-27
"ZNF276",263,161,424,0.620283018867924,8.32064435202144e-07,3.15308628076602e-06
