"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",400,658,1058,0.378071833648393,2.01829235452802e-15,6.88054211770915e-15
"ANKRD11",1910,1919,3829,0.498824758422565,0.897134526946786,0.934515132236236
"ARY1",40,77,117,0.341880341880342,0.000799584443396319,0.00166580092374233
"ARY2",1175,627,1802,0.652053274139845,1.44012483162372e-38,1.2001040263531e-37
"ARYL",7,0,7,1,0.015625,0.0272529069767442
"ATMIN",906,1004,1910,0.47434554973822,0.0264269141648249,0.0440448569413749
"ATP2C2",6,0,6,1,0.03125,0.0496712929059528
"BANP",76,59,135,0.562962962962963,0.168259204659925,0.238102648103667
"BCO1",452,896,1348,0.335311572700297,4.06376100122961e-34,2.77074613720201e-33
"CA5A",5340,4257,9597,0.55642388246327,2.0390198134747e-28,1.01950990673735e-27
"CDH13",153,217,370,0.413513513513514,0.00102903849603624,0.00203099703165046
"CDH15",1,2,3,0.333333333333333,1,1
"CDK10",1319,746,2065,0.638740920096852,8.70807667463812e-37,6.53105750597859e-36
"CDT1",24,54,78,0.307692307692308,0.000901003520521941,0.00182635848754448
"CENPN",94,36,130,0.723076923076923,3.73379673260977e-07,1.00012412480619e-06
"CHMP1A",3779,2797,6576,0.574665450121654,8.3009976847584e-34,5.188123552974e-33
"CHTF8",183,320,503,0.363817097415507,1.05497812089886e-09,3.16493436269658e-09
"CMIP",221,223,444,0.497747747747748,0.962155389355943,0.988515810982133
"COG8",946,742,1688,0.56042654028436,7.54884722101078e-07,1.95228807439934e-06
"COTL1",1203,1099,2302,0.522589052997394,0.0317896274598098,0.0496712929059528
"CPNE7",3,13,16,0.1875,0.021270751953125,0.0362569635564631
"CRISPLD2",178,527,705,0.252482269503546,6.24683510541148e-41,6.69303761294087e-40
"CYB5B",2205,2249,4454,0.495060619667714,0.519380470482028,0.594848936254328
"DPEP1",447,134,581,0.769363166953528,2.61232351524008e-40,2.44905329553758e-39
"DUSP15",5,1,6,0.833333333333333,0.21875,0.298295454545455
"EMC8",13,9,22,0.590909090909091,0.523467063903809,0.594848936254328
"FANCA",14,18,32,0.4375,0.596614895854146,0.658031135133249
"GAN",68,63,131,0.519083969465649,0.726876102966456,0.790082720615713
"GAS8",251,174,425,0.590588235294118,0.00021923940564395,0.000469798726379893
"GINS2",92,134,226,0.407079646017699,0.00626025312772,0.0114516825507073
"HAS3",2,0,2,1,0.5,0.5859375
"HSBP1",4889,4797,9686,0.504749122444766,0.355157696484798,0.475657629220711
"HSD17B2",30,4,34,0.882352941176471,6.16488978266717e-06,1.44489604281262e-05
"JPH3",12,16,28,0.428571428571429,0.571588188409806,0.639837524339335
"KCNG4",4,6,10,0.4,0.75390625,0.807756696428572
"KIAA0513",6,301,307,0.0195439739413681,8.66277114037089e-81,3.24853917763908e-79
"KLHDC4",169,143,312,0.541666666666667,0.156856042151052,0.226234676179402
"KLHL36",0,70,70,0,1.69406589450861e-21,7.47382012283209e-21
"LOC106888094",940,301,1241,0.757453666398066,7.82888400311492e-77,1.95722100077873e-75
"LOC106888173",543,325,868,0.625576036866359,1.3215179812515e-13,4.30929776495055e-13
"LOC106888185",1293,786,2079,0.621933621933622,6.92464392817842e-29,3.70963067580987e-28
"LOC106888312",1,1,2,0.5,1,1
"LOC106888384",1129,1374,2503,0.45105872952457,1.05663194046687e-06,2.64157985116718e-06
"MC1R",0,2,2,0,0.5,0.5859375
"MLYCD",638,610,1248,0.511217948717949,0.444708911768015,0.546773252173789
"MPHOSPH6",1145,1298,2443,0.468686041751944,0.00209693383787156,0.00393175094600918
"MTHFSD",23,14,37,0.621621621621622,0.187741558998824,0.260752165276144
"MVD",347,5425,5772,0.0601178101178101,4.94065645841247e-324,3.70549234380935e-322
"NIP7",1799,1747,3546,0.507332205301748,0.391753200331332,0.489691500414165
"PIEZO1",33,51,84,0.392857142857143,0.0629722570361699,0.0944583855542549
"PKD1L2",8,13,21,0.380952380952381,0.383310317993164,0.48725887880487
