"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",350,516,866,0.404157043879908,1.87050977540524e-08,8.36227899592931e-08
"ANKRD11",1884,1925,3809,0.494618009976372,0.516913547411556,0.714280538241423
"ARY1",31,35,66,0.46969696969697,0.712230882637354,0.86489482104662
"ARY2",19,19,38,0.5,1,1
"ARYL",2,1,3,0.666666666666667,1,1
"ATMIN",1162,1188,2350,0.494468085106383,0.606065919019608,0.780695082126952
"ATP2C2",4,0,4,1,0.125,0.206521739130435
"BANP",60,98,158,0.379746835443038,0.00311962328998186,0.00697327558937123
"BCO1",193,503,696,0.277298850574713,9.45946057637743e-33,1.02702714829241e-31
"CA5A",4519,2802,7321,0.617265400901516,2.75240773155542e-90,6.97276625327373e-89
"CDH13",0,14,14,0,0.0001220703125,0.000299269153225806
"CDH15",0,2,2,0,0.5,0.703703703703704
"CDK10",980,735,1715,0.571428571428571,3.59870641087999e-09,1.70938554516799e-08
"CDT1",17,49,66,0.257575757575758,0.000101477123167989,0.000257075378692238
"CENPN",32,31,63,0.507936507936508,1,1
"CHMP1A",4489,3486,7975,0.562884012539185,2.74578721746192e-29,2.60849785658882e-28
"CHTF8",233,461,694,0.335734870317003,3.44756275386057e-18,2.62014769293403e-17
"CIDEC",8,5,13,0.615384615384615,0.5810546875,0.774739583333333
"CMIP",484,538,1022,0.473581213307241,0.0972960207601201,0.168056763131117
"COG8",897,924,1821,0.492586490939044,0.542349144235809,0.736045267177169
"COTL1",957,775,1732,0.552540415704388,1.34338545752952e-05,3.92681902970167e-05
"CPNE7",1,58,59,0.0169491525423729,2.08166817117217e-16,1.43824346371895e-15
"CRISPLD2",2,1,3,0.666666666666667,1,1
"CYB5B",1680,1461,3141,0.534861509073543,9.9742167110487e-05,0.000257075378692238
"DPEP1",156,8,164,0.951219512195122,9.83079880193248e-37,1.24523451491145e-35
"DUSP15",7,1,8,0.875,0.0703125,0.127232142857143
"EMC8",13,14,27,0.481481481481481,1,1
"FANCA",70,63,133,0.526315789473684,0.603046389128881,0.780695082126952
"GAN",57,52,109,0.522935779816514,0.701811182064684,0.86489482104662
"GAS8",245,254,499,0.490981963927856,0.720285784891694,0.86489482104662
"GINS2",147,191,338,0.43491124260355,0.019207284926501,0.0394528014706508
"GSE1",0,6,6,0,0.03125,0.0608974358974359
"HAS3",1,5,6,0.166666666666667,0.21875,0.3325
"HSBP1",4893,5241,10134,0.48283007696862,0.000566239068499948,0.00130406573351503
"HSD17B2",12,4,16,0.75,0.076812744140625,0.135762059411337
"JPH3",13,12,25,0.52,1,1
"KCNG4",4,13,17,0.235294117647059,0.049041748046875,0.0931793212890625
"KIAA0513",0,214,214,0,7.59645419660788e-65,1.1546610378844e-63
"KLHDC4",140,115,255,0.549019607843137,0.13269564289655,0.214571677875272
"KLHL36",0,64,64,0,1.0842021724855e-19,9.1554850120998e-19
"LOC106888094",98,42,140,0.7,2.49153734808359e-06,8.23290601975447e-06
"LOC106888173",717,2027,2744,0.261297376093294,1.69437695226122e-143,6.43863241859265e-142
"LOC106888185",602,451,1053,0.571699905033238,3.65652195924851e-06,1.1578986204287e-05
"LOC106888312",0,1,1,0,1,1
"LOC106888384",562,376,938,0.599147121535181,1.36307147693731e-09,6.90622881648235e-09
"MLYCD",715,555,1270,0.562992125984252,7.92447873466861e-06,2.40904153533926e-05
"MPHOSPH6",1082,970,2052,0.52729044834308,0.0142506128208352,0.0300846270662077
"MTHFSD",17,10,27,0.62962962962963,0.247788563370705,0.369253545415168
"MVD",25,327,352,0.0710227272727273,2.92860757191089e-68,5.56435438663069e-67
