"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",334,461,795,0.420125786163522,7.54419725498722e-06,2.14719460334252e-05
"ANKRD11",2071,1974,4045,0.511990111248455,0.131179673579482,0.215244293212891
"ARY1",17,24,41,0.414634146341463,0.348888879449079,0.487127869419468
"ARY2",41,55,96,0.427083333333333,0.184285872880365,0.278309277411163
"ARYL",2,2,4,0.5,1,1
"ATMIN",1123,1051,2174,0.516559337626495,0.127802025063963,0.214939769425757
"ATP2C2",1,0,1,1,1,1
"BANP",60,57,117,0.512820512820513,0.853408445895563,0.963931757451541
"BCO1",201,420,621,0.323671497584541,9.49480426853406e-19,6.38741378065019e-18
"CA5A",4812,3148,7960,0.604522613065327,4.24092449303025e-78,1.04609470828079e-76
"CDH13",0,15,15,0,6.10351562500001e-05,0.000150553385416667
"CDH15",0,1,1,0,1,1
"CDK10",901,630,1531,0.588504245591117,4.57617203879986e-12,2.11647956794494e-11
"CDT1",25,61,86,0.290697674418605,0.000130379429911996,0.000311228316564118
"CENPN",38,37,75,0.506666666666667,1,1
"CHMP1A",3996,3303,7299,0.54747225647349,5.24012200849057e-16,2.58512685752202e-15
"CHTF8",282,435,717,0.393305439330544,1.2158713656602e-08,4.28449909804071e-08
"CIDEC",0,1,1,0,1,1
"CMIP",660,578,1238,0.533117932148627,0.0212917916081161,0.0384290872926974
"COG8",860,875,1735,0.495677233429395,0.736800557144175,0.851925644197952
"COTL1",632,475,1107,0.570912375790425,2.65121095070019e-06,7.84758441407255e-06
"CPNE7",0,88,88,0,6.46234853557053e-27,5.31348657369132e-26
"CRISPLD2",7,11,18,0.388888888888889,0.480682373046875,0.624043782552084
"CYB5B",1776,1506,3282,0.541133455210238,2.62685538618415e-06,7.84758441407255e-06
"DPEP1",263,11,274,0.95985401459854,9.18347495982964e-64,1.35915429405479e-62
"DUSP15",13,1,14,0.928571428571429,0.0018310546875,0.003662109375
"EMC8",9,12,21,0.428571428571429,0.663623809814453,0.792067127843057
"FANCA",64,80,144,0.444444444444444,0.211152640543293,0.306378341180465
"GAN",34,50,84,0.404761904761905,0.101136342138804,0.178192602815988
"GAS8",303,268,571,0.530647985989492,0.154716354987325,0.238521047272127
"GINS2",142,146,288,0.493055555555556,0.859722918808131,0.963931757451541
"HAS3",1,13,14,0.0714285714285714,0.0018310546875,0.003662109375
"HSBP1",3910,5212,9122,0.428634071475554,2.16614427932248e-42,2.0036834583733e-41
"HSD17B2",7,0,7,1,0.015625,0.02890625
"JPH3",8,15,23,0.347826086956522,0.210039615631104,0.306378341180465
"KCNG4",9,25,34,0.264705882352941,0.00904118549078704,0.0171550699055959
"KIAA0513",2,208,210,0.00952380952380952,2.69291262688071e-59,3.32125890648621e-58
"KLHDC4",126,119,245,0.514285714285714,0.701561140788533,0.824055943148435
"KLHL36",0,55,55,0,5.55111512312579e-17,3.15986553162545e-16
"LOC106888094",110,56,166,0.662650602409639,3.35753820329219e-05,9.20214174235636e-05
"LOC106888173",793,3592,4385,0.180843785632839,0,0
"LOC106888185",735,551,1286,0.57153965785381,3.19778362619399e-07,1.0756181288107e-06
"LOC106888384",810,472,1282,0.63182527301092,2.87847837253659e-21,2.13007399567708e-20
"MLYCD",888,662,1550,0.572903225806452,1.03550353861401e-08,3.83136309287184e-08
"MPHOSPH6",1060,1026,2086,0.508149568552253,0.469976254546812,0.621040050651145
"MTHFSD",15,7,22,0.681818181818182,0.133800506591797,0.215244293212891
"MVD",8,270,278,0.0287769784172662,3.39118017612001e-69,6.27368332582201e-68
"NIP7",1171,897,2068,0.566247582205029,1.83482212303233e-09,7.14614932128379e-09
"PIEZO1",13,12,25,0.52,1,1
"PKD1L2",5,1,6,0.833333333333333,0.21875,0.311298076923077
"PLCG2",817,689,1506,0.542496679946879,0.00105905326863533,0.00230499829055924
"PPP1R3E",15,19,34,0.441176470588235,0.60759136127308,0.73707804482308
"RPL13",2957,2334,5291,0.558873558873559,1.12036035705981e-17,6.90888886853552e-17
"SDR42E1",383,307,690,0.555072463768116,0.00426753485031108,0.00831046260323736
"SLC22A31",131,206,337,0.388724035608309,5.19872772634901e-05,0.000132657190258561
"SLC7A5",0,647,647,0,3.42470210782552e-195,1.26713977989544e-193
"SNTB2",658,541,1199,0.548790658882402,0.000801095728917515,0.00179639648302715
"SPATA2L",1223,1224,2447,0.4997956681651,1,1
"SPG7",1720,1681,3401,0.505733607762423,0.514665950002417,0.634754671669648
"SPIRE2",1100,1272,2372,0.463743676222597,0.000443972043684151,0.0010266853510196
"TANGO6",266,681,947,0.280887011615628,1.29137505506446e-42,1.36516791535386e-41
"TCF25",232,447,679,0.341678939617084,1.2105890653762e-16,6.39882791698848e-16
"TERF2",1025,884,1909,0.536930330015715,0.00134809785609198,0.00285026403859446
"TLDC1",40,32,72,0.555555555555556,0.409579395927073,0.551070459974607
"TMED6",2,8,10,0.2,0.109375,0.188226744186046
"TUBB3",32,0,32,1,4.65661287307739e-10,1.91438529226515e-09
"USP10",81,143,224,0.361607142857143,4.13036313414782e-05,0.000109159597116764
"UTP4",888,917,1805,0.49196675900277,0.509873692597414,0.634754671669648
"VPS4A",4171,4039,8210,0.508038976857491,0.14823675963233,0.23339404708069
"VPS9D1",383,409,792,0.483585858585859,0.374370555862278,0.513026317292751
"WFDC1",0,2,2,0,0.5,0.634754671669648
"ZC3H18",26,24,50,0.52,0.887724827340787,0.980472197361466
"ZCCHC14",0,34,34,0,1.16415321826935e-10,5.06749047952541e-10
"ZNF276",462,621,1083,0.426592797783933,1.51434865258037e-06,4.87225218656294e-06
