"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",547,423,970,0.563917525773196,7.67675641476645e-05,0.000230302692442994
"ANKRD11",4779,4718,9497,0.503211540486469,0.538105160957002,0.672631451196252
"ARY1",79,144,223,0.354260089686099,1.60010846458972e-05,6.00040674221146e-05
"ARY2",285,706,991,0.287588294651867,7.45622133341406e-42,9.32027666676758e-41
"ARYL",7,7,14,0.5,1,1
"ATMIN",1923,1693,3616,0.531803097345133,0.000139304384516138,0.00038695662365594
"ATP2C2",5,1,6,0.833333333333333,0.21875,0.328125
"BANP",16,16,32,0.5,1,1
"BCO1",82,192,274,0.299270072992701,2.47156335608821e-11,1.54472709755513e-10
"CA5A",2961,3260,6221,0.475968493811284,0.000157533401267134,0.000421964467679823
"CDH13",104,104,208,0.5,1,1
"CDH15",7,4,11,0.636363636363636,0.548828125,0.674788678278689
"CDK10",2027,1070,3097,0.654504359057152,3.35748121793678e-67,1.25905545672629e-65
"CDT1",16,14,30,0.533333333333333,0.855535551905632,0.957689050640633
"CENPN",30,58,88,0.340909090909091,0.00374650934698123,0.0070247050255898
"CHMP1A",3244,2816,6060,0.535313531353135,4.07923853409687e-08,2.18530635755189e-07
"CHTF8",316,236,552,0.572463768115942,0.000757887698815684,0.00167181110032871
"CMIP",1383,1082,2465,0.56105476673428,1.45080415059822e-09,8.37002394575896e-09
"COG8",688,633,1321,0.520817562452687,0.13731838815542,0.223888676340359
"COTL1",5882,4531,10413,0.564870834533756,4.62711450206644e-40,4.95762268078547e-39
"CPNE7",1882,2321,4203,0.447775398524863,1.36026333850841e-11,9.27452276255733e-11
"CRISPLD2",24,36,60,0.4,0.155001904003261,0.247343463834991
"CYB5B",1123,932,2055,0.54647201946472,2.73939876068854e-05,9.78356700245908e-05
"DPEP1",20,2,22,0.909090909090909,0.000121116638183594,0.000349374917837289
"DUSP15",2,0,2,1,0.5,0.635593220338983
"EMC8",26,27,53,0.490566037735849,1,1
"FANCA",23,5,28,0.821428571428571,0.000912234187126161,0.00190048788984617
"GAN",237,165,402,0.58955223880597,0.000385632831527974,0.000964082078819934
"GAS8",264,245,509,0.518664047151277,0.424993450245791,0.559201908218146
"GINS2",264,13,277,0.953068592057762,5.9055003385633e-62,1.10728131348062e-60
"GSE1",13,1,14,0.928571428571429,0.0018310546875,0.00371159733952703
"HAS3",15,27,42,0.357142857142857,0.0884295469877544,0.147382578312924
"HSBP1",8452,10363,18815,0.44921605102312,3.80164744545857e-44,5.70247116818786e-43
"HSD17B2",5,1,6,0.833333333333333,0.21875,0.328125
"JPH3",54,68,122,0.442622950819672,0.239088812476915,0.338333225203182
"KCNG4",4,6,10,0.4,0.75390625,0.88348388671875
"KIAA0513",53,67,120,0.441666666666667,0.235203367972525,0.338333225203182
"KLHDC4",157,77,234,0.670940170940171,1.85140584661537e-07,9.25702923307686e-07
"KLHL36",79,129,208,0.379807692307692,0.00064444640581172,0.00146465092229936
"LOC106888094",115,67,182,0.631868131868132,0.000461644404964736,0.00111688162491468
"LOC106888173",912,324,1236,0.737864077669903,4.28793308648251e-65,1.07198327162063e-63
"LOC106888185",85,69,154,0.551948051948052,0.226650662007913,0.33330979707046
"LOC106888384",15,23,38,0.394736842105263,0.25587507954333,0.355382054921292
"MC1R",1,3,4,0.25,0.625,0.756048387096774
"MLYCD",645,780,1425,0.452631578947368,0.000382078726888709,0.000964082078819934
"MPHOSPH6",1152,993,2145,0.537062937062937,0.000642761156735358,0.00146465092229936
"MTHFSD",19,12,31,0.612903225806452,0.281041515059769,0.383238429626958
"MVD",214,280,494,0.433198380566802,0.0034088988707724,0.00655557475148539
"NIP7",1968,1720,3688,0.533622559652928,4.72788857208324e-05,0.000147746517877601
"PIEZO1",12,7,19,0.631578947368421,0.359283447265625,0.481183188302177
"PKD1L2",2,2,4,0.5,1,1
"PLCG2",72,52,124,0.580645161290323,0.0875527668901701,0.147382578312924
"PPP1R3E",8,10,18,0.444444444444444,0.814529418945313,0.925601612437855
"RPL13",2107,1790,3897,0.540672312034899,4.0911114922445e-07,1.91770851198961e-06
"SDR42E1",157,80,237,0.662447257383966,6.39497210886734e-07,2.66457171202806e-06
"SLC22A31",201,143,344,0.584302325581395,0.00207290462140219,0.00409125912118854
"SLC7A5",198,199,397,0.498740554156171,1,1
"SNTB2",96,46,142,0.676056338028169,3.29387565889523e-05,0.000107408988877018
"SPATA2L",2952,2285,5237,0.56368149704029,3.10110392208563e-20,2.58425326840469e-19
"SPG7",3659,3898,7557,0.484186846632261,0.00618141710913079,0.0110382448377335
"SPIRE2",2278,1962,4240,0.537264150943396,1.30029870502732e-06,5.13275804616048e-06
"TANGO6",387,775,1162,0.333046471600688,2.06021289431423e-30,1.93144958841959e-29
"TCF25",427,470,897,0.47603121516165,0.160776425000573,0.251213164063395
"TERF2",1188,956,2144,0.55410447761194,5.92972897659206e-07,2.61605690143768e-06
"TLDC1",23,27,50,0.46,0.671811033765366,0.799775040196865
"TMED6",0,2,2,0,0.5,0.635593220338983
"TUBB3",332,0,332,1,2.28597478256457e-100,1.71448108692343e-98
"USP10",29,71,100,0.29,3.21600152956663e-05,0.000107408988877018
"UTP4",521,511,1032,0.50484496124031,0.779372487516932,0.899275947134922
"VPS4A",4551,4875,9426,0.482813494589433,0.000877268403009353,0.00187986086359147
"VPS9D1",856,587,1443,0.593208593208593,1.49235073062758e-12,1.11926304797068e-11
"WFDC1",0,1,1,0,1,1
"ZC3H18",27,26,53,0.509433962264151,1,1
"ZCCHC14",32,59,91,0.351648351648352,0.00610552107452478,0.0110382448377335
"ZNF276",408,470,878,0.464692482915718,0.0394670527063625,0.0688378826273764
