"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",383,343,726,0.527548209366391,0.147726821511103,0.240858948115928
"ANKRD11",4804,4856,9660,0.497308488612836,0.603834474090531,0.675934112787907
"ARY1",77,124,201,0.383084577114428,0.00112338026174385,0.00300905427252818
"ARY2",125,148,273,0.457875457875458,0.18292143505447,0.279981788348678
"ARYL",2,3,5,0.4,1,1
"ATMIN",1585,1152,2737,0.579101205699671,1.28993208884807e-16,6.44966044424037e-16
"ATP2C2",5,2,7,0.714285714285714,0.453125,0.557120901639345
"BANP",7,24,31,0.225806451612903,0.00332689285278321,0.00779740512371066
"BCO1",22,119,141,0.156028368794326,2.65445823337284e-17,1.42203119644974e-16
"CA5A",1777,1922,3699,0.480400108137334,0.0178888292451643,0.0383332055253521
"CDH13",37,25,62,0.596774193548387,0.161881405525598,0.256483440286105
"CDH15",14,22,36,0.388888888888889,0.24298495403491,0.343846633068268
"CDK10",1663,835,2498,0.665732586068855,1.23641423957827e-62,1.8546213593674e-61
"CDT1",3,19,22,0.136363636363636,0.000855445861816406,0.00237623850504557
"CENPN",11,36,47,0.234042553191489,0.000346001140314911,0.00099808021244686
"CHMP1A",2532,2098,4630,0.546868250539957,1.91437024438478e-10,7.17888841644294e-10
"CHTF8",57,54,111,0.513513513513513,0.849550187314454,0.90989675815263
"CMIP",1126,1038,2164,0.520332717190388,0.0614295368006727,0.118133724616678
"COG8",442,415,857,0.515752625437573,0.374473676578596,0.484233202472323
"COTL1",3630,3097,6727,0.539616470938011,8.60269787924897e-11,3.39580179444038e-10
"CPNE7",9193,7925,17118,0.537037037037037,3.38181690160089e-22,1.95104821246205e-21
"CRISPLD2",8,7,15,0.533333333333333,1,1
"CYB5B",678,736,1414,0.47949080622348,0.129533331855186,0.220795452025885
"DPEP1",29,3,32,0.90625,2.55601480603218e-06,8.33483088923538e-06
"DUSP15",4,0,4,1,0.125,0.218023255813953
"EMC8",20,25,45,0.444444444444444,0.551484329802521,0.626686738411955
"FANCA",23,14,37,0.621621621621622,0.187741558998824,0.281612338498235
"GAN",211,169,380,0.555263157894737,0.0353052105131671,0.0715646159050684
"GAS8",144,151,295,0.488135593220339,0.7269043474057,0.801732736109228
"GINS2",67,64,131,0.511450381679389,0.861368931051156,0.90989675815263
"GSE1",0,4,4,0,0.125,0.218023255813953
"HAS3",26,3,29,0.896551724137931,1.52364373207093e-05,4.76138666272165e-05
"HSBP1",5885,7596,13481,0.436540316000297,3.19393722851386e-49,3.99242153564232e-48
"HSD17B2",10,0,10,1,0.001953125,0.0048828125
"JPH3",78,64,142,0.549295774647887,0.275249968971574,0.368638351301215
"KCNG4",43,26,69,0.623188405797101,0.0532893638165138,0.105176375953646
"KIAA0513",0,81,81,0,8.2718061255303e-25,5.16987882845644e-24
"KLHDC4",75,80,155,0.483870967741935,0.748110951978757,0.813164078237779
"KLHL36",0,100,100,0,1.57772181044201e-30,1.31476817536834e-29
"LOC106888094",50,63,113,0.442477876106195,0.258862000165316,0.352993636589067
"LOC106888173",403,109,512,0.787109375,1.1808057867302e-40,1.10700542505956e-39
"LOC106888185",61,45,106,0.575471698113208,0.14478233933005,0.240858948115928
"LOC106888384",0,14,14,0,0.0001220703125,0.0003662109375
"MC1R",9,1,10,0.9,0.021484375,0.0447591145833334
"MLYCD",583,541,1124,0.518683274021352,0.221340149728977,0.319240600570639
"MPHOSPH6",837,868,1705,0.490909090909091,0.467518566124167,0.565546652569557
"MTHFSD",11,5,16,0.6875,0.210113525390625,0.308990478515625
"MVD",23,423,446,0.0515695067264574,2.17473010667423e-96,1.63104758000567e-94
"NIP7",1495,1354,2849,0.524745524745525,0.00870692826283352,0.0192064594033092
"PIEZO1",4,8,12,0.333333333333333,0.3876953125,0.492833024364406
"PKD1L2",0,2,2,0,0.5,0.595238095238095
"PLCG2",98,29,127,0.771653543307087,5.96621246968022e-10,2.13079016774294e-09
"PPP1R3E",2,9,11,0.181818181818182,0.0654296875,0.1226806640625
"RPL13",1735,1350,3085,0.562398703403566,4.44120768715431e-12,1.85050320298096e-11
"SDR42E1",133,34,167,0.796407185628742,4.88584499791517e-15,2.1555198520214e-14
"SLC22A31",223,164,387,0.576227390180879,0.00314469030045486,0.00760812169464885
"SLC7A5",0,251,251,0,5.52714787526052e-76,1.38178696881513e-74
"SNTB2",56,64,120,0.466666666666667,0.522990983889995,0.604037757749866
"SPATA2L",3746,2395,6141,0.609998371600716,4.90780662563015e-67,9.20213742305653e-66
"SPG7",2776,2980,5756,0.48227936066713,0.00745227029264142,0.0169369779378214
"SPIRE2",2576,2623,5199,0.495479899980766,0.523499390049884,0.604037757749866
"TANGO6",270,577,847,0.318772136953955,2.08567338981253e-26,1.42205003850854e-25
"TCF25",217,414,631,0.343898573692552,3.64413995587808e-15,1.70819060431785e-14
"TERF2",723,534,1257,0.575178997613365,1.08293447399016e-07,3.69182207042101e-07
"TLDC1",26,16,42,0.619047619047619,0.164149401783107,0.256483440286105
"TMED6",1,0,1,1,1,1
"TUBB3",265,1,266,0.996240601503759,4.50362696134814e-78,1.68886011050555e-76
"USP10",56,58,114,0.491228070175439,0.925434961256726,0.963994751309089
"UTP4",478,384,862,0.554524361948956,0.00152244708187975,0.00393736314279245
"VPS4A",3673,3820,7493,0.490190844788469,0.0916639994711181,0.167678047813021
"VPS9D1",1282,665,1947,0.658448895737031,4.99543709228019e-45,5.35225402744307e-44
"WFDC1",0,3,3,0,0.25,0.347222222222222
"ZC3H18",21,15,36,0.583333333333333,0.405032246140763,0.506290307675954
"ZCCHC14",0,91,91,0,8.07793566946318e-28,6.05845175209739e-27
"ZNF276",341,316,657,0.519025875190259,0.349111392495221,0.459357095388449
