"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",443,775,1218,0.363711001642036,1.37966570541412e-21,6.38095388754031e-21
"ANKRD11",3601,3252,6853,0.5254633007442,2.61518431577382e-05,5.86435270809887e-05
"ARY1",76,133,209,0.363636363636364,9.78701224673501e-05,0.000213011443017174
"ARY2",407,866,1273,0.319717203456402,1.56568290952892e-38,1.1586053530514e-37
"ARYL",5,7,12,0.416666666666667,0.7744140625,0.818666294642857
"ATMIN",1635,1374,3009,0.543369890329013,2.10940700670307e-06,5.57486137485812e-06
"ATP2C2",8,0,8,1,0.0078125,0.0131392045454545
"BANP",31,18,49,0.63265306122449,0.0854331331573945,0.112893783100843
"BCO1",71,210,281,0.252669039145907,4.04376307255435e-17,1.6677455849956e-16
"CA5A",4520,5985,10505,0.430271299381247,1.98027755261892e-46,1.8317567361725e-45
"CDH13",111,147,258,0.430232558139535,0.0291347832544911,0.0431194792166469
"CDH15",6,3,9,0.666666666666667,0.5078125,0.56936553030303
"CDK10",1929,952,2881,0.669559180839986,2.52771877472338e-75,4.67627973323825e-74
"CDT1",11,43,54,0.203703703703704,1.40130574561859e-05,3.24051953674299e-05
"CENPN",23,39,62,0.370967741935484,0.0558972266997114,0.0780451844486536
"CHMP1A",3674,2766,6440,0.570496894409938,1.03399124151662e-29,5.46538227658783e-29
"CHTF8",182,208,390,0.466666666666667,0.20548208364167,0.25342790315806
"CMIP",1320,1040,2360,0.559322033898305,8.94320217675131e-09,2.87737809165042e-08
"COG8",752,564,1316,0.571428571428571,2.42723769258208e-07,6.90829189427208e-07
"COTL1",3998,3280,7278,0.549326738114867,4.0566784499893e-17,1.6677455849956e-16
"CPNE7",687,1348,2035,0.337592137592138,2.5250143095888e-49,2.6693008415653e-48
"CRISPLD2",12,24,36,0.333333333333333,0.0652453352231534,0.0877846328456974
"CYB5B",1123,958,2081,0.539644401729938,0.000322163000286428,0.000681144629177019
"DPEP1",14,4,18,0.777777777777778,0.0308837890625,0.0448117723651961
"DUSP15",3,1,4,0.75,0.625,0.680147058823529
"EMC8",21,18,39,0.538461538461538,0.749258624760841,0.80355272800438
"FANCA",30,14,44,0.681818181818182,0.0226288412059148,0.0341741683517897
"GAN",164,113,277,0.592057761732852,0.00259920079648701,0.00493181689589843
"GAS8",228,281,509,0.447937131630648,0.0210831397193844,0.032503173734051
"GINS2",88,80,168,0.523809523809524,0.589286935859252,0.650854227665442
"GSE1",0,8,8,0,0.0078125,0.0131392045454545
"HAS3",19,11,30,0.633333333333333,0.200488422065973,0.25146005479461
"HSBP1",6938,8806,15744,0.44067581300813,3.45267029888799e-50,4.25829336862852e-49
"HSD17B2",11,0,11,1,0.0009765625,0.001953125
"JPH3",33,46,79,0.417721518987342,0.176610553060164,0.225330705628485
"KCNG4",2,13,15,0.133333333333333,0.00738525390625,0.0131392045454545
"KIAA0513",0,116,116,0,2.40741243048405e-35,1.61953199868927e-34
"KLHDC4",122,155,277,0.44043321299639,0.0543221268073466,0.0773045650719933
"KLHL36",0,137,137,0,1.14794370197489e-41,9.43864821623802e-41
"LOC106888094",117,79,196,0.596938775510204,0.00805713712855239,0.013249514389175
"LOC106888173",1208,480,1688,0.71563981042654,2.43468743009947e-72,3.60333739654721e-71
"LOC106888185",170,82,252,0.674603174603175,3.10305005209449e-08,9.56773766062469e-08
"LOC106888384",22,52,74,0.297297297297297,0.000642807349050706,0.00132132621749312
"MC1R",0,1,1,0,1,1
"MLYCD",619,710,1329,0.465763732129421,0.0135280683163639,0.0212995118172537
"MPHOSPH6",1080,1037,2117,0.510155880963628,0.361336274974607,0.424426735684459
"MTHFSD",8,12,20,0.4,0.50344467163086,0.56936553030303
"MVD",37,480,517,0.0715667311411992,2.4575401932625e-99,6.06193247671417e-98
"NIP7",1698,1545,3243,0.52358926919519,0.00759523432493588,0.0131392045454545
"PABPN1L",1,0,1,1,1,1
"PIEZO1",17,18,35,0.485714285714286,1,1
"PKD1L2",3,11,14,0.214285714285714,0.057373046875,0.0786223234953704
