"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",360,513,873,0.412371134020619,2.50851148744633e-07,8.24225203018081e-07
"ANKRD11",438,389,827,0.52962515114873,0.0950333668642031,0.139517070502766
"ARY1",771,1039,1810,0.425966850828729,3.23615502908337e-10,1.24052609448196e-09
"ARY2",163,170,333,0.48948948948949,0.742364137402055,0.83972336853675
"ARYL",84,57,141,0.595744680851064,0.0281953089268775,0.0486369078988636
"ATMIN",441,523,964,0.45746887966805,0.00905033473770711,0.0178420884829083
"ATP2C2",7,2,9,0.777777777777778,0.1796875,0.238431490384615
"BANP",29,17,46,0.630434782608696,0.103805355504108,0.146174888362927
"BCO1",12362,4728,17090,0.723346986541837,4.94065645841247e-324,1.67982319586024e-322
"CA5A",4656,3923,8579,0.542720596806155,2.62094541545112e-15,1.20563489110751e-14
"CDH13",1,0,1,1,1,1
"CDK10",603,274,877,0.687571265678449,3.61050223471839e-29,3.11405817744461e-28
"CDT1",9,20,29,0.310344827586207,0.0614283457398414,0.0963308149102058
"CENPN",44,10,54,0.814814814814815,3.38568595337208e-06,1.01570578601162e-05
"CHMP1A",1808,1171,2979,0.60691507217187,1.31659126470038e-31,1.29778281806181e-30
"CHTF8",156,209,365,0.427397260273973,0.00641429474055018,0.0134117071847867
"CIDEC",85,53,138,0.615942028985507,0.00808335472319183,0.0164044551735364
"CMIP",176,225,401,0.438902743142145,0.0164228217546211,0.029820386870233
"COG8",291,239,530,0.549056603773585,0.0266460946285534,0.0471430904966715
"COTL1",792,759,1551,0.51063829787234,0.41649109435398,0.495480784662494
"CRISPLD2",3,11,14,0.214285714285714,0.057373046875,0.092063726380814
"CYB5B",1483,987,2470,0.600404858299595,1.62855757954139e-23,1.24856081098174e-22
"DPEP1",525,4549,5074,0.103468663776114,0,0
"DUSP15",1,1,2,0.5,1,1
"EMC8",10,12,22,0.454545454545455,0.831811904907227,0.911032086326963
"FANCA",2,15,17,0.117647058823529,0.002349853515625,0.0054046630859375
"GAN",74,29,103,0.718446601941748,1.0705258229135e-05,2.95465127124126e-05
"GAS8",43,25,68,0.632352941176471,0.0384600533489276,0.0647254556360002
"GINS2",29,46,75,0.386666666666667,0.0639499164670669,0.098056538582836
"HAS3",0,1,1,0,1,1
"HSBP1",2232,2100,4332,0.515235457063712,0.0465411113734045,0.0764603972563073
"HSD17B2",10,20,30,0.333333333333333,0.0987371467053889,0.141934648388997
"KIAA0513",0,20,20,0,1.9073486328125e-06,5.98213889382102e-06
"KLHDC4",21,127,148,0.141891891891892,1.11133412498482e-19,7.66820546239529e-19
"KLHL36",1,5,6,0.166666666666667,0.21875,0.278575356195739
"LOC106888094",1144,532,1676,0.682577565632458,1.67841903907993e-51,2.3162182739303e-50
"LOC106888173",114,79,193,0.590673575129534,0.0141787774426824,0.0264415038795969
"LOC106888185",580,447,1027,0.56475170399221,3.71800898401336e-05,9.86702384218929e-05
"LOC106888312",0,335,335,0,2.8574684782057e-101,4.92913312490484e-100
"LOC106888384",2560,2815,5375,0.476279069767442,0.00052998955703342,0.00130604569411807
"MLYCD",522,429,951,0.548895899053628,0.00283229476921128,0.00630413997017996
"MPHOSPH6",939,971,1910,0.491623036649215,0.478132632414299,0.559172061637062
"MTHFSD",17,26,43,0.395348837209302,0.222052820156024,0.278575356195739
"MVD",66,908,974,0.0677618069815195,4.58041512907707e-190,1.05349547968773e-188
"NIP7",2011,2214,4225,0.475976331360947,0.0018821572145783,0.00447823613123803
"PIEZO1",5,5,10,0.5,1,1
"PKD1L2",10,4,14,0.714285714285714,0.1795654296875,0.238431490384615
"PLCG2",651,648,1299,0.501154734411085,0.955749838219701,1
"PPP1R3E",4,9,13,0.307692307692308,0.266845703125,0.328792027064732
"RPL13",4900,5176,10076,0.486304088924176,0.00614846936738392,0.0132576370734216
"SDR42E1",202,390,592,0.341216216216216,9.12744362364126e-15,3.93621006269529e-14
"SLC22A31",6,82,88,0.0681818181818182,3.77111984413634e-18,2.1683939103784e-17
"SLC7A5",0,42,42,0,4.54747350886465e-13,1.84573924771565e-12
"SNTB2",139,100,239,0.581589958158996,0.0138020686465915,0.0264415038795969
"SPATA2L",751,587,1338,0.561285500747384,8.14224208727631e-06,2.34089460009194e-05
"SPG7",1054,1119,2173,0.485043718361712,0.169757941336539,0.234265959044424
"SPIRE2",1,0,1,1,1,1
"TANGO6",381,419,800,0.47625,0.190790450044771,0.248387567039419
"TCF25",172,379,551,0.312159709618875,6.55145273872177e-19,4.10954762701639e-18
"TERF2",576,337,913,0.630887185104053,2.34382909455841e-15,1.1551729108895e-14
"TLDC1",41,50,91,0.450549450549451,0.40181279606988,0.486404963663539
"TMED6",2,9,11,0.181818181818182,0.0654296875,0.0981445312500001
"USP10",27,93,120,0.225,1.11305050226605e-09,3.84002423281786e-09
"UTP4",1152,598,1750,0.658285714285714,1.49319031551767e-40,1.71716886284533e-39
"VPS4A",3782,3101,6883,0.549469707976173,2.3459453532034e-16,1.24515561054642e-15
"VPS9D1",98,91,189,0.518518518518518,0.66263466348948,0.762029863012902
"ZC3H18",7,9,16,0.4375,0.803619384765625,0.89435060562626
"ZCCHC14",0,32,32,0,4.65661287307739e-10,1.69108572759126e-09
"ZNF276",120,191,311,0.385852090032154,6.73880516628616e-05,0.000172213909805091
