"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",718,432,1150,0.624347826086956,2.97442937397891e-17,1.62718783400023e-16
"ANKRD11",6583,6534,13117,0.50186780513837,0.675140199789735,0.765707787566407
"APRT",2277,1706,3983,0.57167963846347,1.4689273521782e-19,9.10734958350481e-19
"ARY1",102,89,191,0.534031413612565,0.385288396318429,0.468255377435065
"ARY2",168,175,343,0.489795918367347,0.746014676584383,0.816227822615855
"ARYL",1,4,5,0.2,0.375,0.465
"ATMIN",1624,1247,2871,0.565656565656566,2.10708629539169e-12,9.79795127357135e-12
"ATP2C2",78,41,119,0.65546218487395,0.000888137117089884,0.00192085469510138
"BANP",88,59,147,0.598639455782313,0.020605148179178,0.0330392893217854
"BCO1",36,97,133,0.270676691729323,1.19260743777479e-07,4.10787006344648e-07
"CA5A",1762,2422,4184,0.42112810707457,1.80601668262831e-24,1.39966292903694e-23
"CBFA2T3",190,100,290,0.655172413793103,1.38527164486706e-07,4.60108082045132e-07
"CDH13",28,15,43,0.651162790697674,0.0659940344557982,0.0944222339136805
"CDH15",8,18,26,0.307692307692308,0.075518697500229,0.106412710113959
"CDK10",2477,1017,3494,0.70892959358901,1.1840807891309e-138,5.50597566945868e-137
"CDT1",112,218,330,0.339393939393939,5.56975651104322e-09,2.252118937074e-08
"CENPN",10,25,35,0.285714285714286,0.0166738478001207,0.0272046990423023
"CHMP1A",3358,2489,5847,0.574311612792885,5.74211700949111e-30,7.6288125983239e-29
"CHTF8",107,127,234,0.457264957264957,0.214123257628602,0.272787163828218
"CMIP",1695,1236,2931,0.578300921187308,2.31323186214568e-17,1.34456601987218e-16
"COG8",503,401,904,0.55641592920354,0.000772655848487818,0.00171088080736588
"COTL1",3628,3049,6677,0.543357795417103,1.46369892999159e-12,7.16442107837987e-12
"COX4I1",2115,2303,4418,0.478723404255319,0.00489673711696397,0.00910793103755299
"CPNE7",10352,11876,22228,0.465718913082599,1.62625050930702e-24,1.37492088514139e-23
"CRISPLD2",3,111,114,0.0263157894736842,2.37871607431268e-29,2.76525743638849e-28
"CTU2",468,434,902,0.518847006651885,0.27185499676733,0.341655604045428
"CYB5B",1007,742,1749,0.575757575757576,2.54230287189892e-10,1.07470075948454e-09
"CYBA",95,334,429,0.221445221445221,3.0075275834417e-32,5.59400130520156e-31
"DBNDD1",67,62,129,0.51937984496124,0.724854366971759,0.80251733486159
"DPEP1",31,13,44,0.704545454545455,0.00955987885663489,0.016464235808649
"DUSP15",3,2,5,0.6,1,1
"EMC8",762,649,1411,0.54004252303331,0.00285412085813947,0.00552985916264523
"FANCA",14,12,26,0.538461538461538,0.845018982887268,0.913799597773441
"FBXO31",63,85,148,0.425675675675676,0.0839666172439306,0.114836697113023
"FOXC2",82,42,124,0.661290322580645,0.000415854996394355,0.000991654222171155
"FOXF1",1,0,1,1,1,1
"FOXL1",1,0,1,1,1,1
"GALNS",518,490,1008,0.513888888888889,0.395102454650163,0.47108369592904
"GAN",223,120,343,0.650145772594752,2.88883122641177e-08,1.11942210023456e-07
"GAS8",216,180,396,0.545454545454545,0.0784769750075552,0.108930726503024
"GINS2",39,194,233,0.167381974248927,6.45963730378926e-26,6.6749585472489e-25
"GSE1",293,255,548,0.534671532846715,0.113895906072584,0.15131884663929
"HAS3",28,6,34,0.823529411764706,0.000195125583559275,0.000477544191342436
"HSBP1",7176,8661,15837,0.453116120477363,3.86322446632467e-32,5.98799792280324e-31
"HSD17B2",6,3,9,0.666666666666667,0.5078125,0.583043981481482
"IRF8",166,198,364,0.456043956043956,0.104066270544456,0.140263234212093
"JPH3",1180,1019,2199,0.536607548885857,0.000641658004554969,0.00145546815667347
"KCNG4",11,54,65,0.169230769230769,6.0275390343094e-08,2.1881487122724e-07
"KIAA0513",628,575,1203,0.522028262676642,0.133778348410289,0.17279703336329
"KLHDC4",256,428,684,0.374269005847953,4.95172391883183e-11,2.19290630691124e-10
"KLHL36",1414,1280,2694,0.524870081662955,0.0103808972248173,0.0175531534892365
"LOC106888094",94,45,139,0.676258992805755,3.93835347254959e-05,0.000101740798040864
"LOC106888097",311,262,573,0.542757417102967,0.0448443525409777,0.0672665288114665
"LOC106888173",1204,265,1469,0.819605173587474,5.60507441320641e-143,5.21271920428196e-141
"LOC106888185",90,34,124,0.725806451612903,5.08833039696396e-07,1.63177492040568e-06
"LOC106888312",2,2,4,0.5,1,1
"LOC106888384",3,11,14,0.214285714285714,0.057373046875,0.0833702087402344
"MC1R",9,5,14,0.642857142857143,0.4239501953125,0.499080609671677
"MLYCD",661,555,1216,0.543585526315789,0.0025889168826106,0.00512275042729331
"MPHOSPH6",902,729,1631,0.553034947884733,2.01986119769326e-05,5.52491445251391e-05
"MTHFSD",174,121,295,0.589830508474576,0.00240839575676995,0.00486914794303489
"MVD",377,456,833,0.452581032412965,0.00684589022619026,0.0120125998308622
"NIP7",1934,1676,3610,0.535734072022161,1.87644165538762e-05,5.28815375609239e-05
"PABPN1L",1,0,1,1,1,1
"PIEZO1",279,208,487,0.572895277207392,0.0014882867394867,0.00307579259493918
