"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",693,628,1321,0.524602573807721,0.0782200220830175,0.128504321993529
"ANKRD11",5055,4751,9806,0.515500713848664,0.00221305070044017,0.00442610140088034
"APRT",3476,1720,5196,0.668976135488838,1.6995107971773e-133,7.81774966701558e-132
"ARY1",87,136,223,0.390134529147982,0.00125657730611667,0.00268849098052868
"ARY2",511,840,1351,0.378238341968912,3.02073151410873e-19,1.63474881940002e-18
"ARYL",6,5,11,0.545454545454545,1,1
"ATMIN",1793,1409,3202,0.559962523422861,1.23235176540394e-11,5.39887440081727e-11
"ATP2C2",42,3,45,0.933333333333333,8.65497895574666e-10,3.06253101511036e-09
"BANP",93,76,169,0.550295857988166,0.21829362198505,0.291058162646734
"BCO1",97,183,280,0.346428571428571,3.0792524933644e-07,9.13842675450079e-07
"CA5A",2907,3481,6388,0.455072010018785,7.28634568682861e-13,3.72413223993462e-12
"CBFA2T3",212,123,335,0.632835820895522,1.33086343495084e-06,3.71028593986295e-06
"CDH13",39,56,95,0.410526315789474,0.100173330486755,0.156202481436975
"CDH15",25,15,40,0.625,0.153859944162832,0.224684362904454
"CDK10",2104,898,3002,0.700866089273817,3.22154615611593e-110,9.87940821208885e-109
"CDT1",226,185,411,0.549878345498783,0.0483573187333751,0.0823865430272316
"CENPN",23,22,45,0.511111111111111,1,1
"CHMP1A",3826,2945,6771,0.565056860138827,9.19466657004794e-27,6.50699480341854e-26
"CHTF8",164,198,362,0.453038674033149,0.0826974936835938,0.133476656471765
"CMIP",2175,1420,3595,0.605006954102921,1.59814605454387e-36,1.22524530848364e-35
"COG8",581,519,1100,0.528181818181818,0.0658341195497262,0.110122527246815
"COTL1",3534,3000,6534,0.540863177226814,4.18404377147923e-11,1.7496910317095e-10
"COX4I1",2122,2564,4686,0.452838241570636,1.14158645900878e-10,4.5663458360351e-10
"CPNE7",806,1668,2474,0.325788197251415,1.63555519853385e-68,3.76177695662786e-67
"CRISPLD2",30,103,133,0.225563909774436,1.45190053457456e-10,5.56561871586916e-10
"CTU2",603,623,1226,0.49184339314845,0.587398602466389,0.720542285692104
"CYB5B",955,796,1751,0.545402627070246,0.000157945046441604,0.000382393270332304
"CYBA",162,510,672,0.241071428571429,8.3073057713409e-43,8.49191256625958e-42
"DBNDD1",90,85,175,0.514285714285714,0.762469440261249,0.922989322421512
"DPEP1",4,3,7,0.571428571428571,1,1
"DUSP15",0,2,2,0,0.5,0.621621621621622
"EMC8",606,601,1207,0.502071251035626,0.90834455489256,1
"FANCA",21,23,44,0.477272727272727,0.880395821280674,1
"FBXO31",87,107,194,0.448453608247423,0.172371565439839,0.247784125319768
"FOXC2",15,17,32,0.46875,0.860050065908582,1
"FOXL1",1,0,1,1,1,1
"GALNS",688,809,1497,0.459585838343353,0.00191581781396359,0.00391678308632556
"GAN",236,133,369,0.639566395663957,9.11909316041911e-08,2.89295369227089e-07
"GAS8",307,306,613,0.500815660685155,1,1
"GINS2",55,291,346,0.158959537572254,6.45586476127881e-40,5.93939558037651e-39
"GSE1",398,351,749,0.531375166889186,0.0927347698404745,0.147096531471097
"HAS3",45,10,55,0.818181818181818,2.05726451552036e-06,5.56671574787863e-06
"HSBP1",6963,8854,15817,0.440222545362585,3.67615094743414e-51,4.83151267377059e-50
"HSD17B2",77,0,77,1,1.32348898008485e-23,8.69721329770043e-23
"IRF8",277,368,645,0.429457364341085,0.000386585775368818,0.000911945931639263
"JPH3",736,594,1330,0.553383458646617,0.000108981615076718,0.000270981313163732
"KCNG4",13,14,27,0.481481481481481,1,1
"KIAA0513",710,659,1369,0.518626734842951,0.176561164332681,0.249901955670872
"KLHDC4",321,525,846,0.379432624113475,2.33620228403204e-12,1.07465305065474e-11
"KLHL36",1572,1520,3092,0.508408796895213,0.359054971152472,0.45879246313927
"LOC106888094",156,114,270,0.577777777777778,0.0124461093902891,0.0243625971043956
"LOC106888097",433,291,724,0.598066298342541,1.46897688493914e-07,4.50486244714669e-07
"LOC106888173",2925,485,3410,0.857771260997067,0,0
"LOC106888185",144,66,210,0.685714285714286,7.70412802278912e-08,2.531356350345e-07
"LOC106888312",0,11,11,0,0.0009765625,0.00223786256195964
"LOC106888384",42,87,129,0.325581395348837,9.20661380268257e-05,0.000235280130512999
"MC1R",6,2,8,0.75,0.2890625,0.379910714285714
